alumno,course_code,cycle,grade
ALUMNO_013,EE530,7,10.5
ALUMNO_013,EE588,7,10.5
ALUMNO_013,TLN04,7,10.6
ALUMNO_013,TLR02,7,11.5
ALUMNO_013,EE524,8,11.8
ALUMNO_013,EE590,8,11.4
ALUMNO_013,EE592,8,11.5
ALUMNO_013,IT213,8,10.8
ALUMNO_013,IT225,8,11.4
ALUMNO_013,TLR03,8,13.5
ALUMNO_013,CIB45,9,10.5
ALUMNO_013,IP101,9,13.5
ALUMNO_013,TLN03,9,11.6
ALUMNO_013,TLN05,9,11.2
ALUMNO_013,TLR04,9,10.5
ALUMNO_013,TLR05,9,13.6
ALUMNO_013,CBG01,10,10.5
ALUMNO_013,CI106,10,12.7
ALUMNO_013,CIB46,10,11.2
ALUMNO_013,EE508,10,12.1
ALUMNO_013,EE712,10,11.9
ALUMNO_013,IT214,10,10.5
ALUMNO_014,BFI01,1,6.8
ALUMNO_014,BIC01,1,13.7
ALUMNO_014,BMA01,1,11.7
ALUMNO_014,BMA03,1,11.3
ALUMNO_014,BRN01,1,15.1
ALUMNO_014,BFI01,2,15.5
ALUMNO_014,BFI05,2,12.2
ALUMNO_014,BMA02,2,7.1
ALUMNO_014,BMA09,2,8.2
ALUMNO_014,BQU01,2,10.5
ALUMNO_014,BRC01,2,13.3
ALUMNO_014,BEF01,3,13.1
ALUMNO_014,BEG01,3,11.4
ALUMNO_014,BFI03,3,10.5
ALUMNO_014,BMA02,3,13.3
ALUMNO_014,BMA05,3,10.5
ALUMNO_014,BMA09,3,10.8
ALUMNO_014,BMA10,3,10.5
ALUMNO_014,BMA07,4,10.5
ALUMNO_014,BMA18,4,10.5
ALUMNO_014,EE320,4,12.4
ALUMNO_014,EE410,4,10.5
ALUMNO_014,BMA22,5,16.0
ALUMNO_014,EE428,5,10.5
ALUMNO_014,EE522,5,12.2
ALUMNO_014,TLN01,5,11.1
ALUMNO_014,TLR01,5,11.7
ALUMNO_014,EE430,6,10.5
ALUMNO_014,EE458,6,11.0
ALUMNO_014,EE604,6,16.1
ALUMNO_014,TLN02,6,10.5
ALUMNO_014,TLN04,6,13.1
ALUMNO_014,BEG06,7,12.0
ALUMNO_014,BMA20,7,12.2
ALUMNO_014,EE498,7,10.6
ALUMNO_014,EE530,7,14.4
ALUMNO_014,EE588,7,10.5
ALUMNO_014,TLR02,7,14.5
ALUMNO_014,CI105,8,10.8
ALUMNO_014,EE590,8,12.5
ALUMNO_014,EE592,8,13.2
ALUMNO_014,TLN03,8,12.5
ALUMNO_014,TLN05,8,10.5
ALUMNO_014,TLR03,8,10.5
ALUMNO_014,BMT01,9,10.5
ALUMNO_014,CBG01,9,12.3
ALUMNO_014,CIB45,9,12.2
ALUMNO_014,IT213,9,11.9
ALUMNO_014,TLR04,9,10.7
ALUMNO_014,TLR05,9,13.3
ALUMNO_014,CI106,10,13.2
ALUMNO_014,CIB46,10,13.4
ALUMNO_014,EE508,10,13.0
ALUMNO_014,EE524,10,11.1
ALUMNO_014,EE712,10,12.5
ALUMNO_014,IT225,10,13.7
ALUMNO_015,BFI01,1,10.5
ALUMNO_015,BIC01,1,13.6
ALUMNO_015,BMA01,1,12.3
ALUMNO_015,BMA03,1,12.4
ALUMNO_015,BRN01,1,12.7
ALUMNO_015,BFI05,2,10.5
ALUMNO_015,BMA02,2,14.0
ALUMNO_015,BMA09,2,11.8
ALUMNO_015,BQU01,2,13.8
ALUMNO_015,BRC01,2,15.1
ALUMNO_015,BEF01,3,14.6
ALUMNO_015,BEG01,3,16.2
ALUMNO_015,BFI03,3,11.0
ALUMNO_015,BMA05,3,11.6
ALUMNO_015,BMA10,3,10.5
ALUMNO_015,BMA15,3,10.5
ALUMNO_015,EE306,3,11.9
ALUMNO_015,BMA07,4,11.8
ALUMNO_015,BMA18,4,10.5
ALUMNO_015,EE320,4,15.1
ALUMNO_015,EE410,4,10.6
ALUMNO_015,BMA22,5,12.1
ALUMNO_015,CBS05,5,10.5
ALUMNO_015,EE428,5,13.4
ALUMNO_015,EE522,5,15.2
ALUMNO_015,TLN01,5,15.4
ALUMNO_015,TLR01,5,11.5
ALUMNO_015,BMA20,6,10.9
ALUMNO_015,EE430,6,13.6
ALUMNO_015,EE458,6,14.3
ALUMNO_015,EE604,6,12.6
ALUMNO_015,TLN02,6,14.6
ALUMNO_015,BEG06,7,17.5
ALUMNO_015,EE498,7,17.5
ALUMNO_015,EE508,7,16.3
ALUMNO_015,EE530,7,12.2
ALUMNO_015,EE588,7,12.1
ALUMNO_015,TLR02,7,15.5
ALUMNO_015,CI106,8,11.3
ALUMNO_015,EE524,8,11.4
ALUMNO_015,EE590,8,12.6
ALUMNO_015,EE592,8,12.9
ALUMNO_015,IT214,8,12.0
ALUMNO_015,TLR03,8,12.4
ALUMNO_015,CBS36,9,16.3
ALUMNO_015,CIB12,9,15.2
ALUMNO_015,CIB45,9,13.9
ALUMNO_015,IT235,9,11.8
ALUMNO_015,TLR04,9,11.9
ALUMNO_015,TLR05,9,14.2
ALUMNO_015,CIB02,10,11.0
ALUMNO_015,CIB46,10,13.9
ALUMNO_015,EE712,10,12.5
ALUMNO_015,IP101,10,16.2
ALUMNO_015,IT213,10,15.1
ALUMNO_015,IT225,10,14.1
ALUMNO_016,BFI01,1,12.1
ALUMNO_016,BIC01,1,12.5
ALUMNO_016,BMA01,1,16.0
ALUMNO_016,BMA03,1,9.8
ALUMNO_016,BRN01,1,13.2
ALUMNO_016,BFI05,2,10.0
ALUMNO_016,BMA02,2,10.5
ALUMNO_016,BMA03,2,11.9
ALUMNO_016,BMA09,2,13.5
ALUMNO_016,BQU01,2,14.6
ALUMNO_016,BRC01,2,13.2
ALUMNO_016,BEF01,3,14.5
ALUMNO_016,BEG01,3,12.7
ALUMNO_016,BFI03,3,11.9
ALUMNO_016,BFI05,3,10.9
ALUMNO_016,BMA05,3,11.0
ALUMNO_016,BMA10,3,10.5
ALUMNO_016,BMA15,3,13.7
ALUMNO_016,BMA07,4,14.2
ALUMNO_016,BMA18,4,10.5
ALUMNO_016,EE320,4,10.5
ALUMNO_016,EE410,4,11.7
ALUMNO_016,BMA22,5,11.8
ALUMNO_016,CBS05,5,10.5
ALUMNO_016,EE428,5,11.2
ALUMNO_016,EE522,5,10.5
ALUMNO_016,TLN01,5,16.4
ALUMNO_016,TLR01,5,13.0
ALUMNO_016,EE430,6,10.5
ALUMNO_016,EE458,6,11.5
ALUMNO_016,EE604,6,15.4
ALUMNO_016,TLN02,6,11.1
ALUMNO_016,TLN03,6,12.7
ALUMNO_016,BEG06,7,14.2
ALUMNO_016,CI106,7,14.8
ALUMNO_016,EE498,7,14.1
ALUMNO_016,EE530,7,16.9
ALUMNO_016,EE588,7,10.5
ALUMNO_016,TLR02,7,10.6
ALUMNO_016,CBG01,8,14.2
ALUMNO_016,CIB02,8,11.7
ALUMNO_016,EE524,8,14.4
ALUMNO_016,EE590,8,16.0
ALUMNO_016,EE592,8,13.3
ALUMNO_016,TLR03,8,13.5
ALUMNO_016,CIB45,9,14.2
ALUMNO_016,IT214,9,14.7
ALUMNO_016,IT225,9,15.2
ALUMNO_016,TLN05,9,14.1
ALUMNO_016,TLR04,9,13.8
ALUMNO_016,TLR05,9,15.1
ALUMNO_016,BMA20,10,10.5
ALUMNO_016,BMT01,10,12.4
ALUMNO_016,CI105,10,13.9
ALUMNO_016,CIB46,10,13.5
ALUMNO_016,EE712,10,12.3
ALUMNO_016,IP101,10,16.9
ALUMNO_017,BFI01,1,11.2
ALUMNO_017,BIC01,1,15.1
ALUMNO_017,BMA01,1,12.1
ALUMNO_017,BMA03,1,11.8
ALUMNO_017,BRN01,1,11.8
ALUMNO_017,BFI05,2,12.6
ALUMNO_017,BMA02,2,13.0
ALUMNO_017,BMA09,2,16.0
ALUMNO_017,BQU01,2,11.0
ALUMNO_017,BRC01,2,14.6
ALUMNO_017,BEF01,3,14.1
ALUMNO_017,BEG01,3,16.5
ALUMNO_017,BFI03,3,10.4
ALUMNO_017,BMA05,3,11.8
ALUMNO_017,BMA10,3,12.4
ALUMNO_017,BMA15,3,11.6
ALUMNO_017,EE306,3,10.5
ALUMNO_017,BFI03,4,13.0
ALUMNO_017,BMA07,4,13.3
ALUMNO_017,BMA18,4,10.5
ALUMNO_017,EE320,4,11.4
ALUMNO_017,EE410,4,10.5
ALUMNO_017,BMA22,5,14.1
ALUMNO_017,CBS05,5,12.4
ALUMNO_017,EE428,5,12.4
ALUMNO_017,EE522,5,14.9
ALUMNO_017,TLN01,5,10.5
ALUMNO_017,TLR01,5,10.5
ALUMNO_017,CIB02,6,13.4
ALUMNO_017,EE430,6,10.5
ALUMNO_017,EE458,6,15.6
ALUMNO_017,EE604,6,10.5
ALUMNO_017,TLN02,6,10.5
ALUMNO_017,BEG06,7,13.3
ALUMNO_017,CIB12,7,10.5
ALUMNO_017,EE498,7,10.5
ALUMNO_017,EE530,7,13.1
ALUMNO_017,EE588,7,12.1
ALUMNO_017,TLR02,7,10.5
ALUMNO_017,EE590,8,13.5
ALUMNO_017,EE592,8,11.9
ALUMNO_017,IT213,8,10.5
ALUMNO_017,IT235,8,10.5
ALUMNO_017,TLN03,8,16.0
ALUMNO_017,TLR03,8,13.9
ALUMNO_017,BMA20,9,10.5
ALUMNO_017,CI105,9,12.7
ALUMNO_017,CIB45,9,13.1
ALUMNO_017,IT214,9,13.1
ALUMNO_017,TLR04,9,10.6
ALUMNO_017,TLR05,9,13.4
ALUMNO_017,CBS36,10,13.7
ALUMNO_017,CIB46,10,13.0
ALUMNO_017,EE508,10,14.4
ALUMNO_017,EE712,10,15.1
ALUMNO_017,IP101,10,15.7
ALUMNO_017,TLN05,10,13.1
ALUMNO_018,BFI01,1,12.6
ALUMNO_018,BIC01,1,13.2
ALUMNO_018,BMA01,1,13.8
ALUMNO_018,BMA03,1,11.5
ALUMNO_018,BRN01,1,15.5
ALUMNO_018,BFI05,2,10.9
ALUMNO_018,BMA02,2,14.0
ALUMNO_018,BMA09,2,9.7
ALUMNO_018,BQU01,2,15.4
ALUMNO_018,BRC01,2,14.1
ALUMNO_018,BEF01,3,13.9
ALUMNO_018,BEG01,3,12.5
ALUMNO_018,BFI03,3,12.9
ALUMNO_018,BMA05,3,10.5
ALUMNO_018,BMA09,3,10.6
ALUMNO_018,BMA10,3,10.5
ALUMNO_018,BMA15,3,10.5
ALUMNO_018,BMA07,4,10.5
ALUMNO_018,BMA18,4,10.5
ALUMNO_018,EE320,4,10.5
ALUMNO_018,EE410,4,13.3
ALUMNO_018,BMA22,5,13.3
ALUMNO_018,CBS05,5,10.5
ALUMNO_018,EE428,5,12.1
ALUMNO_018,EE522,5,12.2
ALUMNO_018,TLN01,5,10.5
ALUMNO_018,TLR01,5,12.5
ALUMNO_018,BMA20,6,11.5
ALUMNO_018,EE430,6,15.4
ALUMNO_018,EE458,6,13.4
ALUMNO_018,EE604,6,11.1
ALUMNO_018,TLN02,6,11.7
ALUMNO_018,BEG06,7,10.5
ALUMNO_018,EE498,7,11.7
ALUMNO_018,EE530,7,10.8
ALUMNO_018,EE588,7,10.5
ALUMNO_018,IT214,7,16.1
ALUMNO_018,TLR02,7,11.0
ALUMNO_018,BMT01,8,15.0
ALUMNO_018,CIB02,8,12.5
ALUMNO_018,EE590,8,11.5
ALUMNO_018,EE592,8,13.9
ALUMNO_018,IT213,8,15.8
ALUMNO_018,TLR03,8,14.0
ALUMNO_018,CIB45,9,14.6
ALUMNO_018,EE508,9,14.6
ALUMNO_018,IT235,9,15.1
ALUMNO_018,TLN05,9,13.4
ALUMNO_018,TLR04,9,11.3
ALUMNO_018,TLR05,9,13.7
ALUMNO_018,CIB46,10,15.8
ALUMNO_018,EE524,10,13.1
ALUMNO_018,EE712,10,11.0
ALUMNO_018,IP101,10,17.8
ALUMNO_018,IT225,10,17.0
ALUMNO_018,TLN03,10,10.7
ALUMNO_019,BFI01,1,10.6
ALUMNO_019,BIC01,1,10.3
ALUMNO_019,BMA01,1,9.8
ALUMNO_019,BMA03,1,10.2
ALUMNO_019,BRN01,1,14.1
ALUMNO_019,BFI05,2,14.5
ALUMNO_019,BIC01,2,15.1
ALUMNO_019,BMA01,2,11.7
ALUMNO_019,BMA02,2,14.3
ALUMNO_019,BMA03,2,12.8
ALUMNO_019,BMA09,2,11.7
ALUMNO_019,BQU01,2,10.8
ALUMNO_019,BEF01,3,13.0
ALUMNO_019,BEG01,3,13.9
ALUMNO_019,BFI03,3,10.5
ALUMNO_019,BMA05,3,10.5
ALUMNO_019,BMA10,3,10.5
ALUMNO_019,BMA15,3,11.1
ALUMNO_019,EE306,3,11.6
ALUMNO_019,BMA07,4,10.5
ALUMNO_019,BMA18,4,13.4
ALUMNO_019,EE320,4,10.5
ALUMNO_019,EE410,4,10.5
ALUMNO_019,BMA22,5,11.2
ALUMNO_019,CBS05,5,11.5
ALUMNO_019,EE428,5,10.5
ALUMNO_019,EE522,5,13.0
ALUMNO_019,TLN01,5,14.2
ALUMNO_019,TLR01,5,12.9
ALUMNO_019,CI106,6,14.8
ALUMNO_019,EE430,6,10.5
ALUMNO_019,EE458,6,12.6
ALUMNO_019,EE604,6,12.1
ALUMNO_019,TLN02,6,10.5
ALUMNO_019,BEG06,7,15.8
ALUMNO_019,EE498,7,10.5
ALUMNO_019,EE530,7,11.5
ALUMNO_019,EE588,7,11.7
ALUMNO_019,TLN04,7,10.5
ALUMNO_019,TLR02,7,11.2
ALUMNO_019,BMA20,8,12.4
ALUMNO_019,CBG01,8,10.8
ALUMNO_019,EE590,8,11.1
ALUMNO_019,EE592,8,13.7
ALUMNO_019,TLN03,8,12.8
ALUMNO_019,TLR03,8,10.5
ALUMNO_019,CIB45,9,14.6
ALUMNO_019,EE508,9,10.5
ALUMNO_019,IT213,9,10.8
ALUMNO_019,IT214,9,10.5
ALUMNO_019,TLR04,9,10.5
ALUMNO_019,TLR05,9,10.5
ALUMNO_019,CBS36,10,12.3
ALUMNO_019,CIB02,10,12.0
ALUMNO_019,CIB12,10,13.1
ALUMNO_019,CIB46,10,11.4
ALUMNO_019,EE712,10,13.6
ALUMNO_019,IP101,10,14.4
ALUMNO_020,BFI01,1,7.6
ALUMNO_020,BIC01,1,13.0
ALUMNO_020,BMA01,1,9.2
ALUMNO_020,BMA03,1,7.1
ALUMNO_020,BRN01,1,12.5
ALUMNO_020,BFI01,2,15.2
ALUMNO_020,BFI05,2,9.5
ALUMNO_020,BMA01,2,13.9
ALUMNO_020,BMA02,2,10.5
ALUMNO_020,BMA03,2,11.5
ALUMNO_020,BMA09,2,14.4
ALUMNO_020,BQU01,2,11.5
ALUMNO_020,BEF01,3,14.7
ALUMNO_020,BEG01,3,13.2
ALUMNO_020,BFI03,3,10.5
ALUMNO_020,BFI05,3,12.6
ALUMNO_020,BMA05,3,10.5
ALUMNO_020,BMA10,3,10.5
ALUMNO_020,BMA15,3,10.5
ALUMNO_020,BMA07,4,11.2
ALUMNO_020,BMA18,4,10.5
ALUMNO_020,EE320,4,11.7
ALUMNO_020,EE410,4,10.5
ALUMNO_020,BMA22,5,10.5
ALUMNO_020,CBS05,5,10.5
ALUMNO_020,EE428,5,11.4
ALUMNO_020,EE522,5,12.8
ALUMNO_020,TLN01,5,13.2
ALUMNO_020,TLR01,5,10.5
ALUMNO_020,CBS36,6,12.2
ALUMNO_020,EE430,6,15.1
ALUMNO_020,EE458,6,10.5
ALUMNO_020,EE604,6,13.0
ALUMNO_020,TLN02,6,10.5
ALUMNO_020,BEG06,7,11.4
ALUMNO_020,EE498,7,10.5
ALUMNO_020,EE530,7,14.7
ALUMNO_020,EE588,7,10.5
ALUMNO_020,IP101,7,14.9
ALUMNO_020,TLR02,7,11.2
ALUMNO_020,BMT01,8,12.2
ALUMNO_020,CBG01,8,16.9
ALUMNO_020,EE590,8,11.5
ALUMNO_020,EE592,8,12.0
ALUMNO_020,TLN04,8,12.2
ALUMNO_020,TLR03,8,12.2
ALUMNO_020,CI105,9,13.6
ALUMNO_020,CI106,9,10.5
ALUMNO_020,CIB45,9,14.5
ALUMNO_020,EE508,9,14.6
ALUMNO_020,TLR04,9,13.4
ALUMNO_020,TLR05,9,14.5
ALUMNO_020,CIB12,10,12.1
ALUMNO_020,CIB46,10,12.9
ALUMNO_020,EE712,10,10.5
ALUMNO_020,IT214,10,11.4
ALUMNO_020,IT225,10,12.2
ALUMNO_020,TLN05,10,10.5
ALUMNO_021,BFI01,1,11.6
ALUMNO_021,BIC01,1,14.2
ALUMNO_021,BMA01,1,11.1
ALUMNO_021,BMA03,1,9.7
ALUMNO_021,BRN01,1,15.0
ALUMNO_021,BFI05,2,7.7
ALUMNO_021,BMA02,2,11.4
ALUMNO_021,BMA03,2,14.6
ALUMNO_021,BMA09,2,11.6
ALUMNO_021,BQU01,2,10.1
ALUMNO_021,BRC01,2,15.8
ALUMNO_021,BEF01,3,12.5
ALUMNO_021,BEG01,3,12.8
ALUMNO_021,BFI03,3,8.1
ALUMNO_021,BFI05,3,11.4
ALUMNO_021,BMA05,3,10.5
ALUMNO_021,BMA10,3,12.9
ALUMNO_021,BQU01,3,13.0
ALUMNO_021,BFI03,4,10.6
ALUMNO_021,BMA07,4,10.5
ALUMNO_021,BMA18,4,10.5
ALUMNO_021,EE320,4,10.5
ALUMNO_021,EE410,4,10.5
ALUMNO_021,BMA22,5,14.1
ALUMNO_021,EE428,5,16.0
ALUMNO_021,EE522,5,13.4
ALUMNO_021,TLN01,5,10.5
ALUMNO_021,TLR01,5,12.8
ALUMNO_021,BMT01,6,10.5
ALUMNO_021,EE430,6,10.6
ALUMNO_021,EE458,6,10.5
ALUMNO_021,EE604,6,15.5
ALUMNO_021,TLN02,6,10.5
ALUMNO_021,BEG06,7,15.1
ALUMNO_021,EE498,7,16.4
ALUMNO_021,EE530,7,14.2
ALUMNO_021,EE588,7,12.5
ALUMNO_021,TLN05,7,12.5
ALUMNO_021,TLR02,7,11.9
ALUMNO_021,CI106,8,12.2
ALUMNO_021,EE590,8,12.4
ALUMNO_021,EE592,8,12.0
ALUMNO_021,IT225,8,10.6
ALUMNO_021,TLN03,8,10.6
ALUMNO_021,TLR03,8,13.4
ALUMNO_021,CI105,9,15.1
ALUMNO_021,CIB45,9,12.1
ALUMNO_021,EE524,9,10.5
ALUMNO_021,IT214,9,12.5
ALUMNO_021,TLR04,9,10.5
ALUMNO_021,TLR05,9,10.5
ALUMNO_021,BMA20,10,10.5
ALUMNO_021,CIB46,10,10.5
ALUMNO_021,EE508,10,13.8
ALUMNO_021,EE712,10,13.1
ALUMNO_021,IT213,10,10.5
ALUMNO_021,IT235,10,10.5
ALUMNO_022,BFI01,1,13.0
ALUMNO_022,BIC01,1,10.8
ALUMNO_022,BMA01,1,12.1
ALUMNO_022,BMA03,1,10.5
ALUMNO_022,BRN01,1,14.5
ALUMNO_022,BFI05,2,12.5
ALUMNO_022,BMA02,2,10.5
ALUMNO_022,BMA09,2,12.8
ALUMNO_022,BQU01,2,12.4
ALUMNO_022,BRC01,2,16.6
ALUMNO_022,BEF01,3,15.5
ALUMNO_022,BEG01,3,17.6
ALUMNO_022,BFI03,3,11.7
ALUMNO_022,BMA05,3,10.5
ALUMNO_022,BMA10,3,11.6
ALUMNO_022,BMA15,3,12.5
ALUMNO_022,EE306,3,12.0
ALUMNO_022,BMA07,4,11.5
ALUMNO_022,BMA18,4,10.5
ALUMNO_022,EE320,4,10.5
ALUMNO_022,EE410,4,10.5
ALUMNO_022,BMA22,5,15.4
ALUMNO_022,CBS05,5,12.1
ALUMNO_022,EE428,5,10.9
ALUMNO_022,EE522,5,14.3
ALUMNO_022,TLN01,5,10.9
ALUMNO_022,TLR01,5,10.5
ALUMNO_022,EE430,6,15.0
ALUMNO_022,EE458,6,11.0
ALUMNO_022,EE604,6,13.0
ALUMNO_022,IP101,6,18.0
ALUMNO_022,TLN02,6,10.6
ALUMNO_022,BEG06,7,13.5
ALUMNO_022,CBS36,7,12.4
ALUMNO_022,EE498,7,13.1
ALUMNO_022,EE530,7,13.7
ALUMNO_022,EE588,7,13.3
ALUMNO_022,TLR02,7,12.0
ALUMNO_022,CI106,8,11.9
ALUMNO_022,CIB02,8,12.1
ALUMNO_022,EE524,8,17.5
ALUMNO_022,EE590,8,12.6
ALUMNO_022,EE592,8,14.9
ALUMNO_022,TLR03,8,13.0
ALUMNO_022,CI105,9,17.0
ALUMNO_022,CIB45,9,17.0
ALUMNO_022,IT213,9,16.6
ALUMNO_022,IT225,9,12.1
ALUMNO_022,TLR04,9,12.7
ALUMNO_022,TLR05,9,12.6
ALUMNO_022,BMT01,10,14.2
ALUMNO_022,CIB46,10,17.0
ALUMNO_022,EE508,10,11.7
ALUMNO_022,EE712,10,14.1
ALUMNO_022,TLN03,10,12.1
ALUMNO_022,TLN05,10,10.8
ALUMNO_023,BFI01,1,9.8
ALUMNO_023,BIC01,1,9.5
ALUMNO_023,BMA01,1,11.2
ALUMNO_023,BMA03,1,10.5
ALUMNO_023,BRN01,1,14.6
ALUMNO_023,BFI01,2,10.6
ALUMNO_023,BFI05,2,12.8
ALUMNO_023,BIC01,2,15.1
ALUMNO_023,BMA02,2,10.5
ALUMNO_023,BMA09,2,11.8
ALUMNO_023,BQU01,2,14.2
ALUMNO_023,BRC01,2,12.0
ALUMNO_023,BEF01,3,16.7
ALUMNO_023,BEG01,3,14.5
ALUMNO_023,BFI03,3,10.5
ALUMNO_023,BMA05,3,10.5
ALUMNO_023,BMA10,3,11.7
ALUMNO_023,BMA15,3,10.8
ALUMNO_023,EE306,3,12.2
ALUMNO_023,BMA07,4,10.5
ALUMNO_023,BMA18,4,10.9
ALUMNO_023,EE320,4,10.5
ALUMNO_023,EE410,4,10.9
ALUMNO_023,BMA22,5,10.5
ALUMNO_023,CBS05,5,10.5
ALUMNO_023,EE428,5,13.9
ALUMNO_023,EE522,5,12.9
ALUMNO_023,TLN01,5,14.8
ALUMNO_023,TLR01,5,10.5
ALUMNO_023,EE430,6,10.9
ALUMNO_023,EE458,6,14.1
ALUMNO_023,EE604,6,11.9
ALUMNO_023,TLN02,6,16.5
ALUMNO_023,TLN05,6,13.0
ALUMNO_023,BEG06,7,14.5
ALUMNO_023,EE498,7,11.0
ALUMNO_023,EE530,7,11.9
ALUMNO_023,EE588,7,11.3
ALUMNO_023,TLN04,7,14.2
ALUMNO_023,TLR02,7,13.1
ALUMNO_023,BMA20,8,10.5
ALUMNO_023,CI105,8,14.2
ALUMNO_023,EE590,8,10.5
ALUMNO_023,EE592,8,10.5
ALUMNO_023,IT214,8,10.5
ALUMNO_023,TLR03,8,10.5
ALUMNO_023,CBG01,9,12.8
ALUMNO_023,CIB02,9,12.6
ALUMNO_023,CIB12,9,14.1
ALUMNO_023,CIB45,9,17.0
ALUMNO_023,TLR04,9,12.9
ALUMNO_023,TLR05,9,12.9
ALUMNO_023,CBS36,10,11.1
ALUMNO_023,CI106,10,15.2
ALUMNO_023,CIB46,10,12.6
ALUMNO_023,EE712,10,14.6
ALUMNO_023,IP101,10,15.3
ALUMNO_023,TLN03,10,13.3
ALUMNO_024,BFI01,1,10.5
ALUMNO_024,BIC01,1,9.5
ALUMNO_024,BMA01,1,11.3
ALUMNO_024,BMA03,1,8.4
ALUMNO_024,BRN01,1,13.4
ALUMNO_024,BFI05,2,11.7
ALUMNO_024,BIC01,2,13.5
ALUMNO_024,BMA02,2,10.1
ALUMNO_024,BMA03,2,14.4
ALUMNO_024,BMA09,2,11.8
ALUMNO_024,BQU01,2,14.2
ALUMNO_024,BRC01,2,14.3
ALUMNO_024,BEF01,3,10.5
ALUMNO_024,BEG01,3,10.9
ALUMNO_024,BFI03,3,10.5
ALUMNO_024,BMA02,3,11.7
ALUMNO_024,BMA05,3,10.5
ALUMNO_024,BMA10,3,10.5
ALUMNO_024,BMA15,3,10.5
ALUMNO_024,BMA07,4,10.8
ALUMNO_024,BMA18,4,10.5
ALUMNO_024,EE320,4,11.8
ALUMNO_024,EE410,4,10.5
ALUMNO_024,BMA22,5,10.5
ALUMNO_024,CBS05,5,14.1
ALUMNO_024,EE428,5,10.5
ALUMNO_024,EE522,5,12.0
ALUMNO_024,TLN01,5,10.5
ALUMNO_024,TLR01,5,10.5
ALUMNO_024,CI106,6,11.1
ALUMNO_024,EE430,6,13.3
ALUMNO_024,EE458,6,10.9
ALUMNO_024,EE604,6,14.4
ALUMNO_024,TLN02,6,11.0
ALUMNO_024,BEG06,7,12.2
ALUMNO_024,CBS36,7,11.0
ALUMNO_024,EE498,7,10.5
ALUMNO_024,EE530,7,10.5
ALUMNO_024,EE588,7,11.1
ALUMNO_024,TLR02,7,11.6
ALUMNO_024,CI105,8,10.5
ALUMNO_024,EE508,8,13.2
ALUMNO_024,EE524,8,10.5
ALUMNO_024,EE590,8,13.7
ALUMNO_024,EE592,8,13.2
ALUMNO_024,TLR03,8,12.1
ALUMNO_024,CIB45,9,11.9
ALUMNO_024,IP101,9,14.8
ALUMNO_024,IT213,9,10.5
ALUMNO_024,TLN03,9,12.8
ALUMNO_024,TLR04,9,10.5
ALUMNO_024,TLR05,9,10.5
ALUMNO_024,BMA20,10,10.5
ALUMNO_024,CBG01,10,11.9
ALUMNO_024,CIB46,10,10.5
ALUMNO_024,EE712,10,10.5
ALUMNO_024,IT225,10,12.3
ALUMNO_024,IT235,10,10.5
ALUMNO_025,BFI01,1,11.9
ALUMNO_025,BIC01,1,13.9
ALUMNO_025,BMA01,1,12.1
ALUMNO_025,BMA03,1,10.5
ALUMNO_025,BRN01,1,17.8
ALUMNO_025,BFI05,2,11.6
ALUMNO_025,BMA02,2,11.8
ALUMNO_025,BMA09,2,10.5
ALUMNO_025,BQU01,2,11.5
ALUMNO_025,BRC01,2,14.0
ALUMNO_025,BEF01,3,14.8
ALUMNO_025,BEG01,3,18.0
ALUMNO_025,BFI03,3,10.5
ALUMNO_025,BMA05,3,10.5
ALUMNO_025,BMA10,3,14.3
ALUMNO_025,BMA15,3,11.0
ALUMNO_025,EE306,3,10.5
ALUMNO_025,BMA07,4,13.5
ALUMNO_025,BMA18,4,10.5
ALUMNO_025,EE320,4,15.7
ALUMNO_025,EE410,4,13.3
ALUMNO_025,BMA22,5,10.9
ALUMNO_025,CBS05,5,15.3
ALUMNO_025,EE428,5,14.0
ALUMNO_025,EE522,5,13.0
ALUMNO_025,TLN01,5,11.1
ALUMNO_025,TLR01,5,16.5
ALUMNO_025,BMT01,6,12.7
ALUMNO_025,EE430,6,15.7
ALUMNO_025,EE458,6,12.5
ALUMNO_025,EE604,6,10.8
ALUMNO_025,TLN02,6,13.4
ALUMNO_025,BEG06,7,18.0
ALUMNO_025,CI106,7,12.2
ALUMNO_025,EE498,7,12.7
ALUMNO_025,EE530,7,11.6
ALUMNO_025,EE588,7,12.8
ALUMNO_025,TLR02,7,10.5
ALUMNO_025,CI105,8,17.0
ALUMNO_025,EE590,8,11.5
ALUMNO_025,EE592,8,10.7
ALUMNO_025,TLN03,8,14.4
ALUMNO_025,TLN05,8,14.0
ALUMNO_025,TLR03,8,15.4
ALUMNO_025,CIB12,9,12.7
ALUMNO_025,CIB45,9,13.1
ALUMNO_025,IT213,9,12.6
ALUMNO_025,IT235,9,16.2
ALUMNO_025,TLR04,9,15.0
ALUMNO_025,TLR05,9,11.3
ALUMNO_025,CBG01,10,17.0
ALUMNO_025,CIB02,10,15.1
ALUMNO_025,CIB46,10,15.7
ALUMNO_025,EE524,10,13.9
ALUMNO_025,EE712,10,15.7
ALUMNO_025,IP101,10,14.9
ALUMNO_026,BFI01,1,12.6
ALUMNO_026,BIC01,1,13.2
ALUMNO_026,BMA01,1,15.0
ALUMNO_026,BMA03,1,12.9
ALUMNO_026,BRN01,1,16.0
ALUMNO_026,BFI05,2,14.6
